"Theatre_Name","Theatre_Address","Movie_Name","Show_Date","Location_or_Zipcode","Duration","Genre","Movie_Rating","Star_Rating"
"AMC Classic Durham 15","1807 Martin Luther King Pkwy Durham NC 27707","Avengers: Infinity War","2018-05-04","27516","156","Action/Adventure,Sci-Fi/Fantasy","Not Rated","5"
